doi;title;author;date;sdg;ugc_source;paperurl;source;query
10.1109/ACCESS.2019.2916578;FirstLife: Combining Social Networking and VGI to Create an Urban Coordination and Collaboration Platform;Boella G.;01.01.2019;11.7;FirstLife;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066440373&origin=inward;scopus;KEY(((green OR public OR open) AND (place* OR space*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.landurbplan.2019.04.024;Twitter sentiment in New York City parks as measure of well-being;Plunz R.A.;01.09.2019;3.9;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065539138&origin=inward;scopus;KEY((urban* AND green*) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.jclepro.2019.02.063;An Arabic social media based framework for incidents and events monitoring in smart cities;Alkhatib M.;20.05.2019;3.9;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062280304&origin=inward;scopus;KEY((sustainable cit*) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1080/13811118.2018.1479321;The Number and Characteristics of Newspaper and Twitter Reports on Suicides and Road Traffic Deaths in Young People;Scourfield J.;03.07.2019;3.6;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85053315830&origin=inward;scopus;KEY((death AND (road OR traffic)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1111/1752-1688.12645;Challenges and Opportunities for Creating Intelligent Hazard Alerts: The “FloodHippo” Prototype;Johnson J.M.;01.08.2018;11.5;"twitter;FloodHippo - Prototype System";https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050957874&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.ijinfomgt.2018.05.004;Big data analytics for disaster response and recovery through sentiment analysis;Ragini J.;01.10.2018;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047257659&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.4018/IJEPR.2018010102;Cultural event management and urban e-planning through bottom-up user participation;Corallo A.;01.01.2018;11.3;"facebook;twitter;custom webapp";https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85044771553&origin=inward;scopus;KEY((particip* plan* AND (urban OR settlement)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.ufug.2018.02.005;Emerging social media data on measuring urban park use;Chen Y.;01.04.2018;3.9;Tencent;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85043383267&origin=inward;scopus;KEY((urban* AND green*) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.compenvurbsys.2017.09.003;Spatial disparities of Uber accessibility: An exploratory analysis in Atlanta, USA;Wang M.;01.01.2018;11.a;Uber;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042159529&origin=inward;scopus;KEY(((urban OR integrat*) AND polic*) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1111/disa.12221;The Crisis Map of the Czech Republic: the nationwide deployment of an Ushahidi application for disasters;Pánek J.;01.10.2017;11.5;Ushahidi;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85008431756&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1108/OIR-10-2015-0343;A study of emergent organizing and technological affordances after a natural disaster;Lai C.;01.01.2017;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027436729&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.3390/ijerph14070766;Urban green space perception and its contribution to well-being;Kothencz G.;12.07.2017;3.9;"futoterkep;Panoramio(depricated)";https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85024117708&origin=inward;scopus;KEY((urban* AND green*) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.5194/acp-17-7541-2017;Status update: Is smoke on your mind? Using social media to assess smoke exposure;Ford B.;22.06.2017;11.6;facebook;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85021106319&origin=inward;scopus;KEY((particulate matter) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.4018/IJEPR.2017100102;Social media data analysis in urban e-planning;Nummi P.;01.10.2017;11.3;;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85044785744&origin=inward;scopus;KEY((particip* plan* AND (urban OR settlement)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1007/s10796-017-9734-6;Crowdsourcing roles, methods and tools for data-intensive disaster management;Poblet M.;01.12.2018;11.5;;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85009257859&origin=inward;scopus;TITLE((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.2478/quageo-2018-0030;Selected modern methods and tools for public participation in urban planning - A review;Haklay M.;01.09.2018;11.3;;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85053165044&origin=inward;scopus;KEY((particip* plan* AND (urban OR settlement)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.3390/su12156044;Citizen science in Germany as research and sustainability education: Analysis of the main forms and foci and its relation to the sustainable development goals;Schleicher K.;01.08.2020;3.9;;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089382558&origin=inward;scopus;TITLE((sustainable cit*) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1029/2018GH000167;New Approaches to Identifying and Reducing the Global Burden of Disease From Pollution;Filippelli G.;01.04.2020;3.9;;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083975486&origin=inward;scopus;KEY(((chemical* OR air OR water OR soil) AND (pollution OR contamination)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
